,lien,Marque,Modèle,Carburant,Kilométrage,Puissance fiscale,Année,Prix
163,https://www.tayara.tn//listings/voitures-9/e2c39dab-2209-4ac1-8375-bcce2d95f2f8/golf-3-diesel-sdi-ex-rs,Volkswagen,Golf 3,Diesel,239000.0,5.0,1993.0,14500.0
164,https://www.tayara.tn//listings/voitures-9/0ebb1737-3ddb-4477-ad4d-3623fdf66861/ford-ranger-,Ford,Ranger,Diesel,200000.0,10.0,2004.0,10500.0
165,https://www.tayara.tn//listings/voitures-9/55fea234-a038-40c6-9c5c-2212422e5055/polo-sedan-taxi-(ro5sa-20-mois)-52565651,Volkswagen,Polo,Diesel,450000.0,5.0,2017.0,25500.0
166,https://www.tayara.tn//listings/voitures-9/e1e03927-92d9-4d0e-b832-c14de9c4c71d/seat-ibiza-style,Seat,Ibiza,Essence,64000.0,4.0,2017.0,29800.0
167,https://www.tayara.tn//listings/voitures-9/096557ad-5462-41ff-94ae-3a140b7b3a39/c4-trés-propre,Citroen,C4,Essence,170000.0,6.0,2012.0,30000.0
168,https://www.tayara.tn//listings/voitures-9/c11e704f-e17d-4986-abea-9a5b74fb7c1f/opel-astra-1er-main-état-d'origine,Opel,Astra,Essence,152000.0,5.0,2008.0,24000.0
169,https://www.tayara.tn//listings/voitures-9/b5d9276d-5d7a-4b76-977c-a85b4a337627/polo-7,Volkswagen,Polo,Essence,140000.0,5.0,2014.0,28000.0
170,https://www.tayara.tn//listings/voitures-9/e384e3c0-84fb-4891-875b-60e4742d4f21/kia-cerato-1ère-main,Kia,Cerato,Essence,191000.0,7.0,2014.0,38500.0
171,https://www.tayara.tn//listings/voitures-9/961f02c2-c8fe-4f4d-a940-c1678860b9b8/toyota-yaris-sedan-,Toyota,Yaris,Essence,179000.0,5.0,2013.0,32000.0
172,https://www.tayara.tn//listings/voitures-9/e3df8fba-fbf8-4b08-812a-d3a6d1cd5db9/mercedes-c180-kompressor,Mercedes-Benz,Classe C,Essence,300000.0,9.0,2002.0,23500.0
173,https://www.tayara.tn//listings/voitures-9/248dc7f0-d397-449e-baad-2ec526a760ed/mégane-casquette-essence,Renault,Megane,Essence,189000.0,6.0,2004.0,17000.0
174,https://www.tayara.tn//listings/voitures-9/b0631568-7774-4153-a4c3-e812e597a6d1/opel-astra-h,Opel,Astra,Diesel,180000.0,6.0,2007.0,19800.0
175,https://www.tayara.tn//listings/voitures-9/30510e63-9f97-4586-9f43-5b7e754092ee/308-e-hdi-boite-6,Peugeot,308 SW,Diesel,155000.0,6.0,2011.0,25800.0
176,https://www.tayara.tn//listings/voitures-9/4c47173b-d124-479f-bb6e-fd9dffcd3772/picanto-faible-kilométrage-,Kia,Picanto,Essence,30000.0,4.0,2016.0,33000.0
177,https://www.tayara.tn//listings/voitures-9/caa6b563-ddbb-456f-babb-55c42cf461b0/mitsubishi,Mitsubishi,L200,Diesel,227000.0,10.0,2009.0,35600.0
179,https://www.tayara.tn//listings/voitures-9/e1ec729a-15ca-40fd-99d6-c6c48ae17b50/d_max-(للبيع-نضيفة-برشة(56270069,Isuzu,D-MAX,Diesel,5425.0,44.0,2008.0,3200.0
180,https://www.tayara.tn//listings/voitures-9/bf5baeaf-3bc0-4b41-8eea-6dc40eb5439b/ax-avendre,Citroen,AX,Essence,400000.0,4.0,1991.0,5300.0
181,https://www.tayara.tn//listings/voitures-9/1a63cdd6-b30b-4828-ae01-660e8a8c9e14/vw-golf-7-1-2l-cup,Volkswagen,Golf 7,Essence,122000.0,5.0,2014.0,57500.0
183,https://www.tayara.tn//listings/voitures-9/6deab159-84bf-42d7-9b75-f0ab915b25e1/ford-fiesta-titanium,Ford,Fiesta,Essence,160000.0,5.0,2013.0,28500.0
184,https://www.tayara.tn//listings/voitures-9/7cfb89b9-16a5-4cf7-9868-d7b4fbcafdbc/ford-focus-ecoboost-titanium-full-options,Ford,Focus,Essence,70000.0,6.0,2015.0,49500.0
185,https://www.tayara.tn//listings/voitures-9/69cf5a74-eaf7-40f8-bd78-e0893dc1db0a/ibiza,Seat,Ibiza,Essence,157000.0,5.0,2011.0,20000.0
186,https://www.tayara.tn//listings/voitures-9/fbfb1859-5808-4162-b132-936e306904fc/volkswagen-transporter-t4,Volkswagen,Transporter,Diesel,270000.0,8.0,2001.0,16500.0
187,https://www.tayara.tn//listings/voitures-9/c92b392e-c116-47b6-9d9f-462a245ccc9c/kia-rio,Kia,Rio,Essence,73000.0,5.0,2016.0,34000.0
188,https://www.tayara.tn//listings/voitures-9/9e17f60e-3b93-41ad-8275-e6acd233569d/bmw-f20-serie-1,BMW,Serie 1,Essence,180000.0,7.0,2012.0,45000.0
189,https://www.tayara.tn//listings/voitures-9/20c959f5-66a3-4570-9329-ea24791c2370/ford-fiesta-a-vendre,Ford,Fiesta,Diesel,400000.0,5.0,1989.0,5700.0
190,https://www.tayara.tn//listings/voitures-9/0559e36f-2385-421f-825a-cef78c9222f1/kia-rio,Kia,Rio,Essence,72000.0,5.0,2016.0,33500.0
191,https://www.tayara.tn//listings/voitures-9/5d8f6a6a-423b-4485-a759-52a73365b985/renault-fluence,Renault,Fluence,Essence,144000.0,7.0,2010.0,25000.0
192,https://www.tayara.tn//listings/voitures-9/6cbfc7e5-5088-4468-ab20-e930064cf0cd/bmw-x1-full-option-18i-finition-m,BMW,X1,Essence,57000.0,7.0,2017.0,132000.0
193,https://www.tayara.tn//listings/voitures-9/6b9449a8-3593-4a75-8eb4-82e035a56e1f/peugeot-504,Peugeot,504,Diesel,250000.0,8.0,1988.0,7500.0
194,https://www.tayara.tn//listings/voitures-9/4fab1663-b9a0-4b8f-abab-8637592c925a/ford-focus-1ère-main,Ford,Focus,Essence,147000.0,6.0,2007.0,23000.0
195,https://www.tayara.tn//listings/voitures-9/b29f37b8-4c4b-4d6a-97ed-f5546034c930/renault,Renault,Clio,Essence,239275.0,20.0,2004.0,20000.0
196,https://www.tayara.tn//listings/voitures-9/da812250-45c1-4c45-b7c7-5f158cae1821/sangyong-actyon-sports2-première-main-,Ssangyong,Actyon,Diesel,117000.0,7.0,2014.0,39500.0
197,https://www.tayara.tn//listings/voitures-9/1d121cf0-2bf7-4a5f-9811-a841ad23f139/ford-fiesta,Ford,Fiesta,Essence,300000.0,5.0,1993.0,6500.0
199,https://www.tayara.tn//listings/voitures-9/0271f33b-04c8-47bb-a1a5-5f50a10e1adb/ford-focus-1-ere-main,Ford,Focus,Essence,147000.0,6.0,2007.0,23000.0
200,https://www.tayara.tn//listings/voitures-9/a159c946-57a0-4b0c-8b64-642a3c779d89/peugeot-407-très-propre,Peugeot,407,Diesel,237000.0,6.0,2007.0,20000.0
201,https://www.tayara.tn//listings/voitures-9/5a183a7e-5e81-4393-8f60-be086064e4ae/seat-exeo-1-6l-full-options,Seat,Exeo,Essence,122000.0,7.0,2012.0,35900.0
202,https://www.tayara.tn//listings/voitures-9/3e47a5b0-36a2-48da-b9d3-891d44ed9121/toyota-corolla-(khalijia),Toyota,Corolla,Essence,396000.0,7.0,1990.0,9500.0
203,https://www.tayara.tn//listings/voitures-9/a4056ca8-4d51-409e-8473-19255d48e173/renault-captur-tce,Renault,Captur,Essence,108000.0,6.0,2015.0,40000.0
204,https://www.tayara.tn//listings/voitures-9/9e66c89c-3cad-4523-992b-4b3883a2c68e/-isuzu-d-max,Isuzu,D-MAX,Diesel,170000.0,8.0,2015.0,55000.0
205,https://www.tayara.tn//listings/voitures-9/4200c789-8f56-4b0a-8baa-b2bb31b10bf8/bmw-f30-320i,BMW,Serie 3,Essence,129000.0,10.0,2013.0,77000.0
206,https://www.tayara.tn//listings/voitures-9/1b93819d-2b0b-4674-b3cb-221f3cdaf653/peugeot-308-1-2l-1ère-main,Peugeot,308,Essence,131000.0,5.0,2014.0,39500.0
209,https://www.tayara.tn//listings/voitures-9/75d0113c-5b88-49e3-811f-366a63d7dd23/seat-leon-style,Seat,Leon,Essence,78000.0,5.0,2015.0,45900.0
210,https://www.tayara.tn//listings/voitures-9/c66fccbc-456b-49cc-88e8-2193c526caf4/audi-a3-berline-1-8t,Audi,A3,Essence,100000.0,10.0,2014.0,66000.0
211,https://www.tayara.tn//listings/voitures-9/56512ed4-11da-4128-b04c-c7170cf1bea2/peugeot-partner-5-places,Peugeot,Partner,Essence,191000.0,6.0,2012.0,29800.0
213,https://www.tayara.tn//listings/voitures-9/f64e44e3-b4fb-4de0-ba0b-ce4f2cb03c7c/renault-mascott,Renault,Mascott,Diesel,267000.0,16.0,2001.0,35000.0
214,https://www.tayara.tn//listings/voitures-9/b84b0c6d-cb1d-4f58-ba09-588792942b58/renault-twingo,Renault,Twingo,Essence,112000.0,4.0,2014.0,33000.0
215,https://www.tayara.tn//listings/voitures-9/ff7f8de7-52c6-4844-86e2-330a342b2c35/kia-cerato-bva,Kia,Cerato,Essence,178857.0,8.0,2013.0,39000.0
216,https://www.tayara.tn//listings/voitures-9/27b25b10-de93-408d-b4e3-6dd8bd475d53/nissan-juke-tekna,Nissan,Juke,Essence,45894.0,6.0,2016.0,67000.0
217,https://www.tayara.tn//listings/voitures-9/e8169c06-9335-4508-bfcc-e63373392de9/alfa-romeo-giulietta,Alfa Romeo,Giulietta,Essence,160342.0,7.0,2010.0,37000.0
218,https://www.tayara.tn//listings/voitures-9/948fe85e-2914-41de-a737-55c9821cc05e/toyota-previa-7-places,Toyota,Previa,Essence,152222.0,11.0,2003.0,32000.0
219,https://www.tayara.tn//listings/voitures-9/332e2f7b-acdc-47a5-8f36-389f527facee/citroen-berlingo-b9,Citroen,Berlingo,Diesel,197637.0,5.0,2010.0,19000.0
220,https://www.tayara.tn//listings/voitures-9/3645143a-8ac7-4f01-95ec-ab0095d71ada/fiat-500-by-gucci,Fiat,500,Essence,131327.0,4.0,2013.0,35000.0
221,https://www.tayara.tn//listings/voitures-9/439f079e-6863-4baa-a530-ccf3e590230d/fiat-500,Fiat,500,Essence,101151.0,4.0,2015.0,35000.0
222,https://www.tayara.tn//listings/voitures-9/40ff8dd1-66f6-4b37-bc02-b0cfd2ceddbf/volkswagen-polo-7,Volkswagen,Polo,Essence,100831.0,5.0,2013.0,29000.0
223,https://www.tayara.tn//listings/voitures-9/f5611f22-1ccd-450f-9ffe-5aa20cfb7f1d/volkswagen-golf-6-match-bva,Volkswagen,Golf 6,Essence,90817.0,6.0,2011.0,36000.0
224,https://www.tayara.tn//listings/voitures-9/186960a5-d2c2-4620-ab5c-e6258cf22dd9/mercedes-benz-classe-s-350,Mercedes-Benz,Classe S,Essence,123398.0,19.0,2007.0,133000.0
225,https://www.tayara.tn//listings/voitures-9/f0ee3083-3aa5-4730-bcd9-9053a0880071/volkswagen-polo-7,Volkswagen,Polo,Essence,224947.0,4.0,2016.0,30500.0
226,https://www.tayara.tn//listings/voitures-9/8cbb2621-27e6-44f1-975a-087a3ab43316/peugeot-206-diesel,Peugeot,206,Diesel,300000.0,6.0,2001.0,8500.0
227,https://www.tayara.tn//listings/voitures-9/a7d7e5a6-170a-47af-bda6-2bcb672e9ad8/audi-a4-1-8l-t-1ère-main,Audi,A4,Essence,105000.0,7.0,2013.0,49500.0
228,https://www.tayara.tn//listings/voitures-9/60d9fb6e-852a-44dc-b524-0a8547a3f62f/206+-tél-99-124-454,Peugeot,206+,Essence,145000.0,4.0,2010.0,21000.0
229,https://www.tayara.tn//listings/voitures-9/75b85d20-1941-47ef-8f78-c780f71dcf43/siat-leon,Seat,Leon,Essence,130000.0,5.0,2015.0,41500.0
230,https://www.tayara.tn//listings/voitures-9/423baab7-5f57-4554-a4c7-0850da895cf9/fiuatedablio,Fiat,Doblo,Diesel,182000.0,5.0,2015.0,16000.0
231,https://www.tayara.tn//listings/voitures-9/121a6c53-58e1-4a51-a8a6-bc31cae97323/r19-chamad-24186707,Renault,19,Essence,220000.0,6.0,1991.0,6400.0
232,https://www.tayara.tn//listings/voitures-9/4265bfc7-c22a-437a-8427-16f4f2bb3c98/clio-4-live-plus,Renault,Clio,Essence,50000.0,5.0,2017.0,34800.0
233,https://www.tayara.tn//listings/voitures-9/e93e60ec-3c00-4785-9be0-5333aff36696/ford-fiesta-ghia,Ford,Fiesta,Essence,180000.0,5.0,2005.0,16500.0
234,https://www.tayara.tn//listings/voitures-9/43249c2c-6220-42bd-8d7d-876942cd0c08/kia-rio-neuf-2018,Kia,Rio,Essence,67000.0,5.0,2018.0,38500.0
235,https://www.tayara.tn//listings/voitures-9/cb2a7ea5-d1d4-400b-ac00-a79adbcd5c9d/fiat-doblo-première-main-tel-54753873,Fiat,Doblo,Diesel,150000.0,5.0,2015.0,20500.0
236,https://www.tayara.tn//listings/voitures-9/a5d285b7-e767-4fb2-ad96-3584ad85e1e6/mercedes-vito-w639-mixto-type-646,Mercedes-Benz,Vito,Diesel,340000.0,7.0,2008.0,17000.0
237,https://www.tayara.tn//listings/voitures-9/0e35fea4-5342-4e57-9e55-b608bdbe824d/à-vendre-ou-échange-,Mercedes-Benz,Classe A,Essence,240000.0,6.0,2000.0,18000.0
238,https://www.tayara.tn//listings/voitures-9/7560dfa1-b6a0-494d-a669-556462c551cf/clio-classique-tt-option,Renault,Clio,Essence,160000.0,5.0,2007.0,16800.0
239,https://www.tayara.tn//listings/voitures-9/7c2c871c-8e5a-4ad4-8d19-daef7ea0a947/dame-vend-106-propre-,Peugeot,106,Essence,350000.0,4.0,1997.0,12000.0
240,https://www.tayara.tn//listings/voitures-9/bf4d1eda-d8a2-4bb2-9809-c0b73cfdae29/occasion-en-or-nissan-micra,Nissan,Micra,Essence,45000.0,5.0,2013.0,31000.0
241,https://www.tayara.tn//listings/voitures-9/eefbbfb7-a1ab-4055-b0bf-c4efa06e95de/grande-punto-état-d'origine,Fiat,Grande Punto,Essence,170000.0,5.0,2012.0,23000.0
242,https://www.tayara.tn//listings/voitures-9/0c85a706-f029-45d5-97b5-43a163be5b15/clio-compus-toute-option-tel-29528782,Renault,Clio,Essence,162000.0,4.0,2009.0,22700.0
243,https://www.tayara.tn//listings/voitures-9/e50850ed-171a-408f-ab2d-65c65218ee17/seat-léon-1-2-tsi,Seat,Leon,Essence,93000.0,5.0,2015.0,48000.0
244,https://www.tayara.tn//listings/voitures-9/eb6efea9-4c51-40a2-b7c5-5bc9bfdcd7a9/peugeot-106,Peugeot,106,Essence,231000.0,4.0,1996.0,8700.0
245,https://www.tayara.tn//listings/voitures-9/d977e46b-c0ca-4a94-8ac3-93f2b91a0d5b/opel-astra-1er-main,Opel,Astra,Diesel,400000.0,4.0,2001.0,12000.0
246,https://www.tayara.tn//listings/voitures-9/a33694f2-7ae0-4039-917d-059c557cf852/golf6-tdi-bande-rouge-1-1-6,Volkswagen,Golf 6,Diesel,200000.0,5.0,2010.0,34000.0
247,https://www.tayara.tn//listings/voitures-9/dab90396-1af2-4f93-b3ea-6378ee708246/peugeot-partner-modèle-2013,Peugeot,Partner,Diesel,133000.0,5.0,2013.0,24300.0
248,https://www.tayara.tn//listings/voitures-9/dca9c84f-60e5-4cc6-88df-8412fa21a29f/megane-2-phase-2-1-5-dci,Renault,Megane,Diesel,186000.0,5.0,2007.0,18500.0
249,https://www.tayara.tn//listings/voitures-9/865abf59-81d1-49dd-9b68-c7b2283a80ef/megane-face2,Renault,Megane,Diesel,304000.0,5.0,2004.0,15800.0
250,https://www.tayara.tn//listings/voitures-9/cf56c1a0-5858-443b-b7b4-b851af89e727/citroen-5,Citroen,C5,Essence,199000.0,9.0,2010.0,24500.0
251,https://www.tayara.tn//listings/voitures-9/c5dd8428-501e-4958-b396-0b467cf128a5/polo-a-vendre,Volkswagen,Polo,Essence,162000.0,4.0,2000.0,13300.0
252,https://www.tayara.tn//listings/voitures-9/bb2d8b55-5e2d-4f92-a873-fc1eaf8f20d5/a-v-mercedes-c240,Mercedes-Benz,Classe C,Essence,352839.0,12.0,2001.0,26000.0
253,https://www.tayara.tn//listings/voitures-9/a28335b1-431e-4381-8894-c0f0677e281a/polo-7-toute-options-en-très-bon-état-contacter-99200476,Volkswagen,Polo,Essence,148000.0,4.0,2010.0,24500.0
256,https://www.tayara.tn//listings/voitures-9/495c7ea5-7f21-416e-9869-cb119d0ecbef/voiture,Fiat,Grande Punto,Essence,180000.0,4.0,2014.0,22000.0
257,https://www.tayara.tn//listings/voitures-9/9f65dde8-a866-4783-9c79-a13fcb8ba01e/evo-4cv,Fiat,Grande Punto,Essence,200000.0,4.0,2011.0,20800.0
258,https://www.tayara.tn//listings/voitures-9/e259a6e4-3d95-49ac-94a2-45639b29127d/mercedes-ml-270-{50553822},Mercedes-Benz,Classe ML,Diesel,350000.0,11.0,2001.0,25000.0
259,https://www.tayara.tn//listings/voitures-9/6f53c349-8049-43f3-905f-fade753d9762/vw-polo7-4cv,Volkswagen,Polo,Essence,154000.0,4.0,2010.0,23000.0
260,https://www.tayara.tn//listings/voitures-9/5fca5517-b959-44e8-a945-be879dcceeec/symbol-tre-bone-eta,Renault,Symbol,Essence,187000.0,5.0,2011.0,21000.0
261,https://www.tayara.tn//listings/voitures-9/6524cfd6-7ad3-4008-8cff-680f8190d687/citroën-ax-première-main,Citroen,AX,Essence,238000.0,4.0,1997.0,8000.0
262,https://www.tayara.tn//listings/voitures-9/18f38ac7-adee-4f64-965f-55b104456e10/megane-3-essence-,Renault,Megane,Essence,180000.0,7.0,2010.0,27000.0
263,https://www.tayara.tn//listings/voitures-9/2ee618ff-c7a1-4195-a759-01d78d22398a/volkswagen-transporter-tel-27550157,Volkswagen,Transporter,Diesel,168000.0,7.0,2014.0,1000.0
264,https://www.tayara.tn//listings/voitures-9/533621e0-bd4f-4fe7-a682-6aafedb7ce91/fiat-panda-full-optional,Fiat,Panda,Essence,69000.0,4.0,2015.0,28500.0
265,https://www.tayara.tn//listings/voitures-9/4dccbd87-eee8-4fe2-92ca-28aba5d34cfb/a-vendre-206,Peugeot,206,Essence,190000.0,4.0,2002.0,13500.0
267,https://www.tayara.tn//listings/voitures-9/7dd7be96-82bb-4c47-92aa-1257b05dd796/cla200-amg-pack-neight,Mercedes-Benz,Classe CLA,Essence,129000.0,8.0,2014.0,88000.0
268,https://www.tayara.tn//listings/voitures-9/d99ba29a-e117-4edd-bbfc-2800519fe7ee/avendre-où-échange-,Volkswagen,Golf 5,Essence,242000.0,6.0,2005.0,25000.0
269,https://www.tayara.tn//listings/voitures-9/516a0aa0-d20e-4f00-b32e-4ff168299b0b/fiat-punto-easy,Fiat,Grande Punto,Essence,91450.0,4.0,2016.0,28500.0
270,https://www.tayara.tn//listings/voitures-9/5d66ed92-3901-45fd-a984-73f7551af3db/peugeot-2008-5cv-essence,Peugeot,2008,Essence,117000.0,5.0,2016.0,45000.0
271,https://www.tayara.tn//listings/voitures-9/b4c0c242-92bd-44ad-8d6b-f05db6575a0d/mini-one-5-cv,mini,One,Essence,200000.0,5.0,2012.0,32000.0
272,https://www.tayara.tn//listings/voitures-9/72ceadee-41d6-4c7c-8bf2-402b762e0d26/citroen-nemo-2016,Citroen,Nemo,Diesel,120000.0,5.0,2016.0,22000.0
273,https://www.tayara.tn//listings/voitures-9/2f62dcb6-0173-4a02-9333-2a0cf234891b/e46-318ci-sans-carte-grise-a-vendre,BMW,Serie 3,Essence,200000.0,160.0,2003.0,9500.0
274,https://www.tayara.tn//listings/voitures-9/a0ea5b11-d9f3-4fee-9e2a-b1171a26580d/citroen-berlingo-5-places,Citroen,Berlingo,Diesel,220000.0,7.0,2007.0,23800.0
275,https://www.tayara.tn//listings/voitures-9/06801dc9-dc87-489e-b55d-7d96997d465e/chevrolet-aveo-ls-anne-2006-,Chevrolet,Aveo,Essence,165000.0,5.0,2006.0,15300.0
276,https://www.tayara.tn//listings/voitures-9/460b5605-fdd5-4091-b84b-c65b7d2c9159/forsa-kia-coupée,Kia,Rio,Essence,65000.0,4.0,2013.0,36500.0
277,https://www.tayara.tn//listings/voitures-9/6ea3bdbb-f99d-4991-bf0a-226fcb4167d4/r9-renault,Renault,R9,Essence,380000.0,5.0,1980.0,4400.0
279,https://www.tayara.tn//listings/voitures-9/134da38d-858f-43d9-9341-251de9ca8a54/renault-mégane-essence,Renault,Megane,Essence,221000.0,6.0,2003.0,16000.0
280,https://www.tayara.tn//listings/voitures-9/d07dd8a2-c234-4579-8301-7beeef1f6fac/golf-7-cup,Volkswagen,Golf 7,Essence,170000.0,5.0,2014.0,52000.0
281,https://www.tayara.tn//listings/voitures-9/43a4dcb1-6cb9-4f61-8472-45630b199cf9/b9-berlingo-,Citroen,Berlingo,Diesel,146000.0,5.0,2014.0,45000.0
282,https://www.tayara.tn//listings/voitures-9/cc9d8d5b-9250-4975-a66e-6e2300972155/toyota-yaris,Toyota,Yaris Verso,Essence,125000.0,5.0,2016.0,31000.0
283,https://www.tayara.tn//listings/voitures-9/8643e7bf-7e43-4568-bd8b-d9feabbc4f47/golf-6-bleu-motion-,Volkswagen,Golf 6,Diesel,175000.0,5.0,2010.0,34500.0
284,https://www.tayara.tn//listings/voitures-9/04a1f947-2110-4509-8ef8-f17634bc9d0c/ford-fiesta-ghia-2006,Ford,Fiesta,Essence,170000.0,5.0,2006.0,15200.0
285,https://www.tayara.tn//listings/voitures-9/f74f924b-13da-4bad-abf7-18e34659fd24/isuzu-nkr-,Isuzu,Landwind,Diesel,190000.0,17.0,2013.0,46000.0
286,https://www.tayara.tn//listings/voitures-9/4468b002-a7e5-4435-8b79-7f9c4eaa8a62/a-v-grundi-1ere-main,Fiat,Grande Punto,Essence,160000.0,5.0,2010.0,21300.0
287,https://www.tayara.tn//listings/voitures-9/2fe05db2-6b82-42a0-a644-168ceba02c47/🚦🛎✔fiat-punto-esay,Fiat,Punto,Essence,95000.0,4.0,2015.0,27500.0
288,https://www.tayara.tn//listings/voitures-9/2490f3b2-24f7-4aa5-a194-898a05713739/volkswagen-polo-v-1-0i-de-2015-1-ère-main-,Volkswagen,Polo,Essence,119000.0,4.0,2015.0,29900.0
289,https://www.tayara.tn//listings/voitures-9/24423763-868b-4ba2-8f3a-5d1bcd017638/à-vendre-ford-fiesta-titanium-plus,Ford,Fiesta,Essence,98000.0,5.0,2015.0,34000.0
290,https://www.tayara.tn//listings/voitures-9/a417a9b8-404b-4e8e-a674-c2d5485468aa/passat-diesel-1-6-tdi-model-2011-faible-kilométrage-par-tel-svp-26408364,Volkswagen,Passat,Diesel,167000.0,5.0,2011.0,38500.0
291,https://www.tayara.tn//listings/voitures-9/7ee3d304-482d-4c78-bb57-e1f05f84fd32/golf-2-diesel,Volkswagen,Golf 2,Diesel,250000.0,5.0,1990.0,7800.0
292,https://www.tayara.tn//listings/voitures-9/17fedd6a-3f5d-44c3-a55e-fe2c1b1000bd/mg-gt-presque-neuf,Autres,Autres,Essence,61000.0,6.0,2017.0,37500.0
293,https://www.tayara.tn//listings/voitures-9/ec605156-2de5-46bd-a3d4-5b178dee814a/c5-phase-iii-ehdi-(2014),Citroen,C5,Diesel,154000.0,6.0,2014.0,40000.0
294,https://www.tayara.tn//listings/voitures-9/75370f21-8b93-4d76-82e2-cd0edc135db9/seat-leon-2017,Seat,Leon,Essence,52000.0,6.0,2017.0,65000.0
295,https://www.tayara.tn//listings/voitures-9/ba408414-9ae6-4e10-8c9a-f09f270eb3a1/vendre-une-voiture-toyota,Toyota,Yaris,Essence,60000.0,6.0,2014.0,36500.0
296,https://www.tayara.tn//listings/voitures-9/4358e97e-afe2-4895-ab44-80ea528ece8f/rio-vente-ou-échange,Kia,Rio,Essence,154600.0,6.0,2011.0,23500.0
297,https://www.tayara.tn//listings/voitures-9/67d2649a-6ab1-4d65-a4a4-8ce620739601/voiteur,Renault,R5,Essence,20000.0,4.0,1986.0,4000.0
298,https://www.tayara.tn//listings/voitures-9/6a611590-188b-4e25-9360-3a3c759b61db/hyundai-i20-model-2017,Hyundai,I 20,Essence,65000.0,4.0,2017.0,40000.0
299,https://www.tayara.tn//listings/voitures-9/b81732a6-25a2-432f-995d-c7fee31542ac/peugeot-301,Peugeot,301,Essence,98000.0,5.0,2015.0,25500.0
300,https://www.tayara.tn//listings/voitures-9/2b871928-a8b8-4f21-aafe-f5f0a73b0e9d/ford-figo-2013,Ford,GT,Essence,167000.0,5.0,2013.0,20000.0
301,https://www.tayara.tn//listings/voitures-9/c76a1fe5-75a6-40d1-9e44-aba8fc240be3/r19-chamad-28646577,Renault,19,Essence,220000.0,6.0,1991.0,6400.0
302,https://www.tayara.tn//listings/voitures-9/6d899e64-b3fe-4c60-853a-9590ca318cf4/voiture-c5,Citroen,C5,Diesel,213000.0,6.0,2011.0,31500.0
303,https://www.tayara.tn//listings/voitures-9/58bc3f78-71df-4032-9cdf-f2926dcec80f/citroën-c-élysée-exclusive,Citroen,C-Elysée,Essence,120000.0,5.0,2016.0,14000.0
304,https://www.tayara.tn//listings/voitures-9/0f0cf1ca-b8ca-465b-957d-2f43cb963d16/peugeot-308-1er-main,Peugeot,308,Essence,148000.0,5.0,2015.0,41000.0
305,https://www.tayara.tn//listings/voitures-9/1febe043-4d32-4c2a-b8c2-448987fab5b9/très-belle-nissan-micraتسجيل-اول,Nissan,Micra,Essence,27000.0,5.0,2016.0,30700.0
306,https://www.tayara.tn//listings/voitures-9/ffeb780b-83b9-4719-b803-c25395f478d9/à-vendre-ford-fiesta,Ford,Fiesta,Essence,30000.0,6.0,2017.0,38000.0
307,https://www.tayara.tn//listings/voitures-9/4be4e164-c688-4f2a-8829-bc169d73d227/peugeot-partner-b9,Peugeot,Partner,Diesel,226000.0,5.0,2013.0,25000.0
308,https://www.tayara.tn//listings/voitures-9/ed05640a-8a29-49d7-bd75-50ba50746a1a/kia-rio-2015,Kia,Rio,Essence,96000.0,5.0,2015.0,34000.0
309,https://www.tayara.tn//listings/voitures-9/32a92701-21f0-4792-9061-7ed90cb39d8e/fiat-punto-17500dt,Fiat,Punto,Essence,173000.0,5.0,2011.0,17500.0
310,https://www.tayara.tn//listings/voitures-9/a175f97f-a657-4a49-9d87-9291204ea722/toyota-yaris-sedan,Toyota,Yaris,Essence,92000.0,5.0,2014.0,35000.0
311,https://www.tayara.tn//listings/voitures-9/b76ed5df-f4b5-40c9-9e47-885a0a2f02bb/une-belle-astra-h-tt-option-55234835,Opel,Astra,Essence,250000.0,6.0,2006.0,21500.0
312,https://www.tayara.tn//listings/voitures-9/aa6edd96-e868-41da-9545-4493fc89a319/fiat-panda,Fiat,Panda,Essence,55000.0,5.0,2018.0,30000.0
313,https://www.tayara.tn//listings/voitures-9/f91d21c2-4ed7-437b-96b9-1be8adb6f94d/tata-xenon,Autres,Autres,Diesel,86322.0,7.0,2016.0,28500.0
314,https://www.tayara.tn//listings/voitures-9/27bf8cd8-8ed9-488f-b74a-50bcf5426529/a-vendre-scenic-1-9-2006,Renault,Scenic,Diesel,250000.0,7.0,2006.0,20000.0
315,https://www.tayara.tn//listings/voitures-9/ea142ae4-bc0f-4ede-8db6-32adca3f1290/berlingo,Citroen,Berlingo,Diesel,370000.0,8.0,2003.0,14000.0
316,https://www.tayara.tn//listings/voitures-9/8e7a0151-c86c-4b82-914a-db1124705ec8/voiture-à-vendre-audi-b-4-numéro-de-téléphone-:-98-447-476,Audi,80,Essence,293000.0,7.0,1993.0,12500.0
317,https://www.tayara.tn//listings/voitures-9/4cd9af29-3e3e-4913-a60e-8de26ed3b60c/c15,Citroen,C15,Diesel,22000.0,4.0,2000.0,7000.0
